DATASET,GAME ID,DATE,TIME,ROAD TEAM,HOME TEAM,TOTAL GAME MINUTES,ROAD TEAM FINAL SCORE,HOME TEAM FINAL SCORE,ROAD TEAM REST,HOME TEAM REST,BOX SCORE URL
NBA 2018-2019 Regular Season,0021800658,1/16/19,8:00 PM,Toronto,Boston,240,108,117,2,1,Box Score
NBA 2018-2019 Regular Season,0021800659,1/16/19,8:00 PM,Brooklyn,Houston,265,145,142,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800660,1/16/19,8:00 PM,Milwaukee,Memphis,240,111,101,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800661,1/16/19,8:30 PM,San Antonio,Dallas,240,105,101,1,2,Box Score
NBA 2018-2019 Regular Season,0021800662,1/16/19,10:00 PM,Cleveland,Portland,240,112,129,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800663,1/16/19,10:30 PM,New Orleans,Golden State,240,140,147,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800664,1/16/19,10:30 PM,Utah,LA Clippers,240,129,109,1,1,Box Score
NBA 2018-2019 Regular Season,0021800665,1/17/19,3:00 PM,New York,Washington,240,100,101,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800666,1/17/19,7:00 PM,Sacramento,Charlotte,240,95,114,2,2,Box Score
NBA 2018-2019 Regular Season,0021800667,1/17/19,7:00 PM,Philadelphia,Indiana,240,120,96,1,1,Box Score
NBA 2018-2019 Regular Season,0021800668,1/17/19,7:30 PM,Phoenix,Toronto,240,109,111,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800669,1/17/19,9:00 PM,Chicago,Denver,240,105,135,1,1,Box Score
NBA 2018-2019 Regular Season,0021800670,1/17/19,9:30 PM,LA Lakers,Oklahoma City,265,138,128,1,1,Box Score
NBA 2018-2019 Regular Season,0021800671,1/18/19,7:00 PM,Memphis,Boston,240,116,122,1,1,Box Score
NBA 2018-2019 Regular Season,0021800672,1/18/19,7:00 PM,Miami,Detroit,240,93,98,2,1,Box Score
NBA 2018-2019 Regular Season,0021800673,1/18/19,7:00 PM,Brooklyn,Orlando,240,117,115,1,1,Box Score
NBA 2018-2019 Regular Season,0021800674,1/18/19,8:00 PM,San Antonio,Minnesota,240,116,113,1,2,Box Score
NBA 2018-2019 Regular Season,0021800675,1/18/19,9:00 PM,Cleveland,Utah,240,99,115,1,1,Box Score
NBA 2018-2019 Regular Season,0021800676,1/18/19,10:30 PM,Golden State,LA Clippers,240,112,94,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800677,1/18/19,10:30 PM,New Orleans,Portland,240,112,128,1,1,Box Score
NBA 2018-2019 Regular Season,0021800678,1/19/19,3:30 PM,Oklahoma City,Philadelphia,240,117,115,1,1,Box Score
NBA 2018-2019 Regular Season,0021800679,1/19/19,5:00 PM,Phoenix,Charlotte,240,115,135,1,1,Box Score
NBA 2018-2019 Regular Season,0021800680,1/19/19,7:00 PM,Sacramento,Detroit,240,103,101,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800681,1/19/19,7:00 PM,Dallas,Indiana,240,99,111,2,1,Box Score
NBA 2018-2019 Regular Season,0021800682,1/19/19,7:00 PM,Milwaukee,Orlando,240,118,108,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800683,1/19/19,7:30 PM,Boston,Atlanta,240,113,105,3IN4-B2B,3+,Box Score
NBA 2018-2019 Regular Season,0021800684,1/19/19,7:30 PM,Memphis,Toronto,240,90,119,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800685,1/19/19,8:00 PM,Miami,Chicago,240,117,103,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800686,1/19/19,8:30 PM,LA Lakers,Houston,265,134,138,1,2,Box Score
NBA 2018-2019 Regular Season,0021800687,1/19/19,10:00 PM,Cleveland,Denver,240,102,124,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800688,1/20/19,6:00 PM,Charlotte,Indiana,240,95,120,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800689,1/20/19,7:00 PM,Phoenix,Minnesota,240,114,116,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800690,1/20/19,7:00 PM,LA Clippers,San Antonio,240,103,95,1,1,Box Score
NBA 2018-2019 Regular Season,0021800691,1/21/19,12:30 PM,Oklahoma City,New York,240,127,109,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800692,1/21/19,1:00 PM,Chicago,Cleveland,240,104,88,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800693,1/21/19,2:00 PM,Detroit,Washington,240,87,101,3IN4,3+,Box Score
NBA 2018-2019 Regular Season,0021800694,1/21/19,2:00 PM,Dallas,Milwaukee,240,106,116,1,1,Box Score
NBA 2018-2019 Regular Season,0021800695,1/21/19,3:00 PM,Orlando,Atlanta,240,122,103,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800696,1/21/19,3:30 PM,Sacramento,Brooklyn,240,94,123,1,2,Box Score
NBA 2018-2019 Regular Season,0021800697,1/21/19,5:30 PM,New Orleans,Memphis,240,105,85,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800698,1/21/19,6:00 PM,Miami,Boston,240,99,107,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800699,1/21/19,8:00 PM,Houston,Philadelphia,240,93,121,1,1,Box Score
NBA 2018-2019 Regular Season,0021800700,1/21/19,9:00 PM,Portland,Utah,240,109,104,2,2,Box Score
NBA 2018-2019 Regular Season,0021800701,1/21/19,10:30 PM,Golden State,LA Lakers,240,130,111,2,1,Box Score
NBA 2018-2019 Regular Season,0021800702,1/22/19,7:00 PM,Sacramento,Toronto,240,105,120,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800703,1/22/19,8:00 PM,Portland,Oklahoma City,240,114,123,B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800704,1/22/19,8:30 PM,LA Clippers,Dallas,240,98,106,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800705,1/22/19,9:00 PM,Minnesota,Phoenix,240,118,91,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800706,1/23/19,7:00 PM,Toronto,Indiana,240,106,110,B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800707,1/23/19,7:30 PM,Cleveland,Boston,240,103,123,1,1,Box Score
NBA 2018-2019 Regular Season,0021800708,1/23/19,7:30 PM,Orlando,Brooklyn,240,110,114,1,1,Box Score
NBA 2018-2019 Regular Season,0021800709,1/23/19,7:30 PM,LA Clippers,Miami,240,111,99,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800710,1/23/19,7:30 PM,Houston,New York,240,114,110,1,1,Box Score
NBA 2018-2019 Regular Season,0021800711,1/23/19,8:00 PM,San Antonio,Philadelphia,240,120,122,2,1,Box Score
NBA 2018-2019 Regular Season,0021800712,1/23/19,8:00 PM,Atlanta,Chicago,240,121,101,1,1,Box Score
NBA 2018-2019 Regular Season,0021800713,1/23/19,8:00 PM,Charlotte,Memphis,240,118,107,2,1,Box Score
NBA 2018-2019 Regular Season,0021800714,1/23/19,8:00 PM,Detroit,New Orleans,240,98,94,1,1,Box Score
NBA 2018-2019 Regular Season,0021800715,1/23/19,10:30 PM,Denver,Utah,240,108,114,3+,1,Box Score
NBA 2018-2019 Regular Season,0021800716,1/24/19,8:00 PM,Golden State,Washington,240,126,118,2,2,Box Score
NBA 2018-2019 Regular Season,0021800717,1/24/19,8:00 PM,New Orleans,Oklahoma City,240,116,122,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800718,1/24/19,9:00 PM,Portland,Phoenix,240,120,106,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800719,1/24/19,10:30 PM,Minnesota,LA Lakers,240,120,105,1,2,Box Score
NBA 2018-2019 Regular Season,0021800720,1/25/19,7:00 PM,Washington,Orlando,240,95,91,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800721,1/25/19,7:30 PM,New York,Brooklyn,240,99,109,1,1,Box Score
NBA 2018-2019 Regular Season,0021800722,1/25/19,7:30 PM,Miami,Cleveland,240,100,94,1,1,Box Score
NBA 2018-2019 Regular Season,0021800723,1/25/19,8:00 PM,LA Clippers,Chicago,240,106,101,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800724,1/25/19,8:00 PM,Toronto,Houston,240,119,121,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800725,1/25/19,8:00 PM,Sacramento,Memphis,240,99,96,2,1,Box Score
NBA 2018-2019 Regular Season,0021800726,1/25/19,8:30 PM,Detroit,Dallas,240,101,106,1,2,Box Score
NBA 2018-2019 Regular Season,0021800727,1/25/19,8:30 PM,Charlotte,Milwaukee,240,99,108,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800728,1/25/19,9:00 PM,Phoenix,Denver,240,95,132,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800729,1/25/19,9:00 PM,Minnesota,Utah,240,102,106,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800730,1/26/19,6:00 PM,San Antonio,New Orleans,240,126,114,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800731,1/26/19,8:00 PM,Indiana,Memphis,240,103,106,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800732,1/26/19,8:30 PM,Golden State,Boston,240,115,111,1,2,Box Score
NBA 2018-2019 Regular Season,0021800733,1/26/19,9:00 PM,Philadelphia,Denver,240,110,126,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800734,1/26/19,10:00 PM,Atlanta,Portland,240,111,120,2,1,Box Score
NBA 2018-2019 Regular Season,0021800735,1/27/19,3:30 PM,Cleveland,Chicago,240,104,101,1,1,Box Score
NBA 2018-2019 Regular Season,0021800736,1/27/19,3:30 PM,Sacramento,LA Clippers,240,108,122,1,1,Box Score
NBA 2018-2019 Regular Season,0021800737,1/27/19,7:00 PM,Orlando,Houston,240,98,103,1,1,Box Score
NBA 2018-2019 Regular Season,0021800738,1/27/19,6:00 PM,Milwaukee,Oklahoma City,240,112,118,1,2,Box Score
NBA 2018-2019 Regular Season,0021800739,1/27/19,7:00 PM,Toronto,Dallas,240,123,120,1,1,Box Score
NBA 2018-2019 Regular Season,0021800740,1/27/19,7:00 PM,Utah,Minnesota,240,125,111,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800741,1/27/19,7:30 PM,Miami,New York,240,106,97,1,1,Box Score
NBA 2018-2019 Regular Season,0021800742,1/27/19,7:00 PM,Washington,San Antonio,240,119,132,3IN4,B2B,Box Score
NBA 2018-2019 Regular Season,0021800743,1/27/19,9:30 PM,Phoenix,LA Lakers,240,102,116,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800744,1/28/19,7:00 PM,New York,Charlotte,240,92,101,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800745,1/28/19,7:00 PM,Golden State,Indiana,240,132,100,1,1,Box Score
NBA 2018-2019 Regular Season,0021800746,1/28/19,7:30 PM,Brooklyn,Boston,240,104,112,2,1,Box Score
NBA 2018-2019 Regular Season,0021800747,1/28/19,8:00 PM,Denver,Memphis,240,95,92,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800748,1/28/19,10:30 PM,Atlanta,LA Clippers,240,123,118,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800749,1/29/19,7:00 PM,Washington,Cleveland,240,113,116,1,1,Box Score
NBA 2018-2019 Regular Season,0021800750,1/29/19,7:00 PM,Milwaukee,Detroit,240,115,105,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800751,1/29/19,7:00 PM,Oklahoma City,Orlando,240,126,117,1,1,Box Score
NBA 2018-2019 Regular Season,0021800752,1/29/19,7:30 PM,Chicago,Brooklyn,240,117,122,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800753,1/29/19,8:00 PM,New Orleans,Houston,240,121,116,2,1,Box Score
NBA 2018-2019 Regular Season,0021800754,1/29/19,8:30 PM,Phoenix,San Antonio,240,124,126,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800755,1/29/19,10:30 PM,Philadelphia,LA Lakers,240,121,105,2,1,Box Score
NBA 2018-2019 Regular Season,0021800756,1/30/19,7:30 PM,Charlotte,Boston,240,94,126,1,1,Box Score
NBA 2018-2019 Regular Season,0021800757,1/30/19,7:30 PM,Chicago,Miami,240,105,89,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800758,1/30/19,7:30 PM,Dallas,New York,240,114,90,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800759,1/30/19,8:00 PM,Indiana,Washington,240,89,107,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800760,1/30/19,8:00 PM,Memphis,Minnesota,265,97,99,1,2,Box Score
NBA 2018-2019 Regular Season,0021800761,1/30/19,8:00 PM,Denver,New Orleans,240,105,99,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800762,1/30/19,10:00 PM,Atlanta,Sacramento,240,113,135,1,2,Box Score
NBA 2018-2019 Regular Season,0021800763,1/30/19,10:30 PM,Utah,Portland,240,105,132,2,3+,Box Score
NBA 2018-2019 Regular Season,0021800764,1/31/19,7:00 PM,Dallas,Detroit,240,89,93,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800765,1/31/19,7:00 PM,Indiana,Orlando,240,100,107,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800766,1/31/19,8:00 PM,Milwaukee,Toronto,240,105,92,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800767,1/31/19,8:30 PM,Brooklyn,San Antonio,240,114,117,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800768,1/31/19,10:30 PM,Philadelphia,Golden State,240,113,104,1,2,Box Score
NBA 2018-2019 Regular Season,0021800769,1/31/19,10:30 PM,LA Lakers,LA Clippers,265,123,120,1,2,Box Score
NBA 2018-2019 Regular Season,0021800770,2/1/19,7:00 PM,Memphis,Charlotte,240,92,100,1,1,Box Score
NBA 2018-2019 Regular Season,0021800771,2/1/19,7:30 PM,Boston,New York,240,113,99,1,1,Box Score
NBA 2018-2019 Regular Season,0021800772,2/1/19,8:00 PM,Oklahoma City,Miami,240,118,102,2,1,Box Score
NBA 2018-2019 Regular Season,0021800773,2/1/19,9:00 PM,Atlanta,Utah,240,112,128,1,1,Box Score
NBA 2018-2019 Regular Season,0021800774,2/1/19,10:00 PM,Houston,Denver,240,122,136,2,1,Box Score
NBA 2018-2019 Regular Season,0021800775,2/2/19,5:00 PM,LA Clippers,Detroit,240,111,101,1,1,Box Score
NBA 2018-2019 Regular Season,0021800776,2/2/19,7:00 PM,Chicago,Charlotte,240,118,125,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800777,2/2/19,7:00 PM,Brooklyn,Orlando,240,89,102,1,1,Box Score
NBA 2018-2019 Regular Season,0021800778,2/2/19,7:00 PM,Milwaukee,Washington,240,131,115,1,2,Box Score
NBA 2018-2019 Regular Season,0021800779,2/2/19,8:30 PM,New Orleans,San Antonio,240,108,113,2,1,Box Score
NBA 2018-2019 Regular Season,0021800780,2/2/19,7:30 PM,Dallas,Cleveland,240,111,98,3IN4,3+,Box Score
NBA 2018-2019 Regular Season,0021800781,2/2/19,7:30 PM,Indiana,Miami,240,95,88,3IN4,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800782,2/2/19,8:30 PM,LA Lakers,Golden State,240,101,115,1,1,Box Score
NBA 2018-2019 Regular Season,0021800783,2/2/19,9:00 PM,Denver,Minnesota,240,107,106,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800784,2/2/19,9:00 PM,Atlanta,Phoenix,240,118,112,3IN4-B2B,3+,Box Score
NBA 2018-2019 Regular Season,0021800785,2/2/19,10:00 PM,Philadelphia,Sacramento,240,108,115,1,2,Box Score
NBA 2018-2019 Regular Season,0021800786,2/2/19,9:00 PM,Houston,Utah,240,125,98,B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800787,2/3/19,1:00 PM,Memphis,New York,240,96,84,1,1,Box Score
NBA 2018-2019 Regular Season,0021800788,2/3/19,2:00 PM,Oklahoma City,Boston,240,129,134,1,1,Box Score
NBA 2018-2019 Regular Season,0021800789,2/3/19,3:00 PM,LA Clippers,Toronto,240,103,121,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800790,2/4/19,7:00 PM,Denver,Detroit,240,103,129,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800791,2/4/19,7:00 PM,Atlanta,Washington,240,137,129,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800792,2/4/19,7:30 PM,Milwaukee,Brooklyn,240,113,94,1,1,Box Score
NBA 2018-2019 Regular Season,0021800793,2/4/19,8:00 PM,Indiana,New Orleans,240,109,107,1,1,Box Score
NBA 2018-2019 Regular Season,0021800794,2/4/19,9:00 PM,Houston,Phoenix,240,118,110,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800795,2/4/19,10:00 PM,San Antonio,Sacramento,240,112,127,1,1,Box Score
NBA 2018-2019 Regular Season,0021800796,2/5/19,7:00 PM,LA Clippers,Charlotte,240,117,115,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800797,2/5/19,7:00 PM,Boston,Cleveland,240,103,96,1,2,Box Score
NBA 2018-2019 Regular Season,0021800798,2/5/19,7:00 PM,LA Lakers,Indiana,240,94,136,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800799,2/5/19,7:30 PM,Detroit,New York,240,105,92,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800800,2/5/19,8:00 PM,Toronto,Philadelphia,240,119,107,1,2,Box Score
NBA 2018-2019 Regular Season,0021800801,2/5/19,8:00 PM,Minnesota,Memphis,240,106,108,2,1,Box Score
NBA 2018-2019 Regular Season,0021800802,2/5/19,8:00 PM,Orlando,Oklahoma City,240,122,132,2,1,Box Score
NBA 2018-2019 Regular Season,0021800803,2/5/19,10:30 PM,Miami,Portland,240,118,108,2,3+,Box Score
NBA 2018-2019 Regular Season,0021800804,2/6/19,7:30 PM,Denver,Brooklyn,240,130,135,1,1,Box Score
NBA 2018-2019 Regular Season,0021800805,2/6/19,8:00 PM,New Orleans,Chicago,240,125,120,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800806,2/6/19,8:00 PM,Washington,Milwaukee,240,129,148,1,1,Box Score
NBA 2018-2019 Regular Season,0021800807,2/6/19,8:30 PM,Charlotte,Dallas,240,93,99,B2B,3+,Box Score
NBA 2018-2019 Regular Season,0021800808,2/6/19,9:00 PM,Phoenix,Utah,240,88,116,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800809,2/6/19,10:00 PM,Houston,Sacramento,240,127,101,1,1,Box Score
NBA 2018-2019 Regular Season,0021800810,2/6/19,10:30 PM,San Antonio,Golden State,240,102,141,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800811,2/7/19,7:00 PM,LA Clippers,Indiana,240,92,116,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800812,2/7/19,7:00 PM,Minnesota,Orlando,240,112,122,1,1,Box Score
NBA 2018-2019 Regular Season,0021800813,2/7/19,7:30 PM,Toronto,Atlanta,240,119,101,1,2,Box Score
NBA 2018-2019 Regular Season,0021800814,2/7/19,8:00 PM,LA Lakers,Boston,240,129,128,1,1,Box Score
NBA 2018-2019 Regular Season,0021800815,2/7/19,8:00 PM,Memphis,Oklahoma City,240,95,117,1,1,Box Score
NBA 2018-2019 Regular Season,0021800816,2/7/19,10:30 PM,San Antonio,Portland,240,118,127,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800817,2/8/19,7:00 PM,New York,Detroit,240,103,120,2,2,Box Score
NBA 2018-2019 Regular Season,0021800818,2/8/19,7:00 PM,Denver,Philadelphia,240,110,117,1,2,Box Score
NBA 2018-2019 Regular Season,0021800819,2/8/19,7:00 PM,Cleveland,Washington,240,106,119,2,1,Box Score
NBA 2018-2019 Regular Season,0021800820,2/8/19,7:30 PM,Chicago,Brooklyn,240,125,106,1,1,Box Score
NBA 2018-2019 Regular Season,0021800821,2/8/19,8:30 PM,Milwaukee,Dallas,240,122,107,1,1,Box Score
NBA 2018-2019 Regular Season,0021800822,2/8/19,9:00 PM,Golden State,Phoenix,240,117,107,1,1,Box Score
NBA 2018-2019 Regular Season,0021800823,2/8/19,9:30 PM,Minnesota,New Orleans,240,117,122,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800824,2/8/19,10:00 PM,Miami,Sacramento,240,96,102,2,1,Box Score
NBA 2018-2019 Regular Season,0021800825,2/9/19,5:00 PM,San Antonio,Utah,240,105,125,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800826,2/9/19,7:00 PM,Cleveland,Indiana,240,90,105,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800827,2/9/19,7:30 PM,Charlotte,Atlanta,240,129,120,2,1,Box Score
NBA 2018-2019 Regular Season,0021800828,2/9/19,7:30 PM,Toronto,New York,240,104,99,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800829,2/9/19,8:00 PM,LA Clippers,Boston,240,123,112,1,1,Box Score
NBA 2018-2019 Regular Season,0021800830,2/9/19,8:00 PM,Washington,Chicago,240,134,125,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800831,2/9/19,8:00 PM,New Orleans,Memphis,240,90,99,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800832,2/9/19,8:30 PM,Oklahoma City,Houston,240,117,112,1,2,Box Score
NBA 2018-2019 Regular Season,0021800833,2/9/19,9:00 PM,Orlando,Milwaukee,240,103,83,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800834,2/10/19,3:00 PM,Portland,Dallas,240,101,102,2,1,Box Score
NBA 2018-2019 Regular Season,0021800835,2/10/19,3:30 PM,LA Lakers,Philadelphia,240,120,143,2,1,Box Score
NBA 2018-2019 Regular Season,0021800836,2/10/19,6:00 PM,Phoenix,Sacramento,240,104,117,1,1,Box Score
NBA 2018-2019 Regular Season,0021800837,2/10/19,7:30 PM,Orlando,Atlanta,240,124,108,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800838,2/10/19,8:30 PM,Miami,Golden State,240,118,120,1,1,Box Score
NBA 2018-2019 Regular Season,0021800839,2/11/19,7:00 PM,New York,Cleveland,240,104,107,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800840,2/11/19,7:00 PM,Washington,Detroit,240,112,121,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800841,2/11/19,7:00 PM,Charlotte,Indiana,240,90,99,1,1,Box Score
NBA 2018-2019 Regular Season,0021800842,2/11/19,7:30 PM,Brooklyn,Toronto,240,125,127,2,1,Box Score
NBA 2018-2019 Regular Season,0021800843,2/11/19,8:00 PM,Milwaukee,Chicago,240,112,99,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800844,2/11/19,8:00 PM,Dallas,Houston,240,104,120,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800845,2/11/19,8:00 PM,LA Clippers,Minnesota,240,120,130,1,2,Box Score
NBA 2018-2019 Regular Season,0021800846,2/11/19,8:00 PM,Portland,Oklahoma City,240,111,120,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800847,2/11/19,9:00 PM,Miami,Denver,240,87,103,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800848,2/12/19,7:30 PM,LA Lakers,Atlanta,240,113,117,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800849,2/12/19,8:00 PM,Boston,Philadelphia,240,112,109,2,1,Box Score
NBA 2018-2019 Regular Season,0021800850,2/12/19,8:00 PM,San Antonio,Memphis,240,108,107,2,2,Box Score
NBA 2018-2019 Regular Season,0021800851,2/12/19,8:00 PM,Orlando,New Orleans,240,118,88,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800852,2/12/19,10:30 PM,Utah,Golden State,240,108,115,2,1,Box Score
NBA 2018-2019 Regular Season,0021800853,2/13/19,7:00 PM,Brooklyn,Cleveland,315,148,139,1,1,Box Score
NBA 2018-2019 Regular Season,0021800854,2/13/19,7:00 PM,Milwaukee,Indiana,240,106,97,1,1,Box Score
NBA 2018-2019 Regular Season,0021800855,2/13/19,7:30 PM,Detroit,Boston,240,110,118,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800856,2/13/19,7:30 PM,Philadelphia,New York,240,126,111,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800857,2/13/19,7:30 PM,Washington,Toronto,240,120,129,1,1,Box Score
NBA 2018-2019 Regular Season,0021800858,2/13/19,8:00 PM,Memphis,Chicago,240,110,122,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800859,2/13/19,8:30 PM,Miami,Dallas,240,112,101,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800860,2/13/19,9:00 PM,Sacramento,Denver,240,118,120,2,1,Box Score
NBA 2018-2019 Regular Season,0021800861,2/13/19,8:00 PM,Houston,Minnesota,240,111,121,1,1,Box Score
NBA 2018-2019 Regular Season,0021800862,2/13/19,10:30 PM,Golden State,Portland,240,107,129,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800863,2/13/19,10:30 PM,Phoenix,LA Clippers,240,107,134,2,1,Box Score
NBA 2018-2019 Regular Season,0021800864,2/14/19,7:00 PM,Charlotte,Orlando,240,89,127,2,1,Box Score
NBA 2018-2019 Regular Season,0021800865,2/14/19,7:30 PM,New York,Atlanta,240,106,91,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800866,2/14/19,8:00 PM,Oklahoma City,New Orleans,240,122,131,2,1,Box Score
NBA 2018-2019 Regular Season,0021800867,2/21/19,7:00 PM,Phoenix,Cleveland,240,98,111,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800868,2/21/19,7:00 PM,Miami,Philadelphia,240,102,106,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800869,2/21/19,7:30 PM,Portland,Brooklyn,240,113,99,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800870,2/21/19,8:00 PM,Boston,Milwaukee,240,97,98,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800871,2/21/19,10:30 PM,Sacramento,Golden State,240,123,125,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800872,2/21/19,10:30 PM,Houston,LA Lakers,240,106,111,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800873,2/22/19,7:00 PM,Washington,Charlotte,240,110,123,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800874,2/22/19,7:00 PM,New Orleans,Indiana,240,111,126,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800875,2/22/19,7:00 PM,Chicago,Orlando,240,110,109,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800876,2/22/19,7:00 PM,San Antonio,Toronto,240,117,120,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800877,2/22/19,7:30 PM,Detroit,Atlanta,240,125,122,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800878,2/22/19,7:30 PM,Minnesota,New York,240,115,104,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800879,2/22/19,8:00 PM,LA Clippers,Memphis,240,112,106,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800880,2/22/19,8:30 PM,Denver,Dallas,240,114,104,3+,3+,Box Score
