DATASET,GAME ID,DATE,TIME,ROAD TEAM,HOME TEAM,TOTAL GAME MINUTES,ROAD TEAM FINAL SCORE,HOME TEAM FINAL SCORE,ROAD TEAM REST,HOME TEAM REST,BOX SCORE URL
NBA 2018-2019 Regular Season,0021800215,11/15/18,10:30 PM,San Antonio,LA Clippers,240,111,116,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800216,11/16/18,7:00 PM,Toronto,Boston,265,116,123,1,1,Box Score
NBA 2018-2019 Regular Season,0021800217,11/16/18,7:00 PM,Miami,Indiana,240,91,99,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800218,11/16/18,7:00 PM,Utah,Philadelphia,240,107,113,1,1,Box Score
NBA 2018-2019 Regular Season,0021800219,11/16/18,7:00 PM,Brooklyn,Washington,240,115,104,1,1,Box Score
NBA 2018-2019 Regular Season,0021800220,11/16/18,8:00 PM,Sacramento,Memphis,240,104,112,3+,1,Box Score
NBA 2018-2019 Regular Season,0021800221,11/16/18,8:00 PM,Portland,Minnesota,240,96,112,1,1,Box Score
NBA 2018-2019 Regular Season,0021800222,11/16/18,8:00 PM,New York,New Orleans,240,124,129,1,1,Box Score
NBA 2018-2019 Regular Season,0021800223,11/16/18,9:30 PM,Chicago,Milwaukee,240,104,123,1,1,Box Score
NBA 2018-2019 Regular Season,0021800224,11/17/18,6:00 PM,LA Clippers,Brooklyn,240,127,119,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800225,11/17/18,7:00 PM,Philadelphia,Charlotte,265,122,119,3IN4-B2B,3+,Box Score
NBA 2018-2019 Regular Season,0021800226,11/17/18,7:00 PM,Atlanta,Indiana,240,89,97,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800227,11/17/18,7:00 PM,LA Lakers,Orlando,240,117,130,2,2,Box Score
NBA 2018-2019 Regular Season,0021800228,11/17/18,7:00 PM,Denver,New Orleans,240,115,125,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800229,11/17/18,7:30 PM,Utah,Boston,240,98,86,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800230,11/17/18,8:00 PM,Toronto,Chicago,240,122,83,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800231,11/17/18,8:00 PM,Sacramento,Houston,240,112,132,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800232,11/17/18,8:30 PM,Golden State,Dallas,240,109,112,1,2,Box Score
NBA 2018-2019 Regular Season,0021800233,11/17/18,9:00 PM,Oklahoma City,Phoenix,240,110,100,2,2,Box Score
NBA 2018-2019 Regular Season,0021800234,11/18/18,3:30 PM,Memphis,Minnesota,240,100,87,1,1,Box Score
NBA 2018-2019 Regular Season,0021800235,11/18/18,6:00 PM,LA Lakers,Miami,240,113,97,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800236,11/18/18,6:00 PM,New York,Orlando,240,117,131,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800237,11/18/18,6:00 PM,Portland,Washington,240,119,109,1,1,Box Score
NBA 2018-2019 Regular Season,0021800238,11/18/18,7:00 PM,Golden State,San Antonio,240,92,104,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800239,11/19/18,7:00 PM,Boston,Charlotte,240,112,117,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800240,11/19/18,7:00 PM,Cleveland,Detroit,240,102,113,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800241,11/19/18,7:00 PM,Utah,Indiana,240,94,121,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800242,11/19/18,7:00 PM,Phoenix,Philadelphia,240,114,119,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800243,11/19/18,7:30 PM,LA Clippers,Atlanta,240,127,119,1,1,Box Score
NBA 2018-2019 Regular Season,0021800244,11/19/18,8:00 PM,Dallas,Memphis,240,88,98,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800245,11/19/18,8:00 PM,Denver,Milwaukee,240,98,104,1,2,Box Score
NBA 2018-2019 Regular Season,0021800246,11/19/18,8:00 PM,San Antonio,New Orleans,240,126,140,B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800247,11/19/18,10:00 PM,Oklahoma City,Sacramento,240,113,117,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800248,11/20/18,7:00 PM,Toronto,Orlando,240,93,91,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800249,11/20/18,7:00 PM,LA Clippers,Washington,240,118,125,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800250,11/20/18,7:30 PM,Brooklyn,Miami,240,104,92,2,1,Box Score
NBA 2018-2019 Regular Season,0021800251,11/20/18,7:30 PM,Portland,New York,240,118,114,1,1,Box Score
NBA 2018-2019 Regular Season,0021800252,11/21/18,7:00 PM,Indiana,Charlotte,240,109,127,1,1,Box Score
NBA 2018-2019 Regular Season,0021800253,11/21/18,7:00 PM,New Orleans,Philadelphia,240,120,121,1,1,Box Score
NBA 2018-2019 Regular Season,0021800254,11/21/18,7:30 PM,Toronto,Atlanta,240,124,108,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800255,11/21/18,7:30 PM,New York,Boston,240,117,109,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800256,11/21/18,8:00 PM,LA Lakers,Cleveland,240,109,105,2,1,Box Score
NBA 2018-2019 Regular Season,0021800257,11/21/18,8:00 PM,Phoenix,Chicago,240,116,124,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800258,11/21/18,8:00 PM,Detroit,Houston,240,124,126,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800259,11/21/18,8:00 PM,Portland,Milwaukee,240,100,143,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800260,11/21/18,8:00 PM,Denver,Minnesota,240,103,101,1,2,Box Score
NBA 2018-2019 Regular Season,0021800261,11/21/18,8:30 PM,Brooklyn,Dallas,240,113,119,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800262,11/21/18,8:30 PM,Memphis,San Antonio,240,104,103,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800263,11/21/18,9:00 PM,Sacramento,Utah,240,119,110,1,1,Box Score
NBA 2018-2019 Regular Season,0021800264,11/21/18,10:30 PM,Oklahoma City,Golden State,240,123,95,1,2,Box Score
NBA 2018-2019 Regular Season,0021800265,11/23/18,12:00 PM,Minnesota,Brooklyn,240,112,102,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800266,11/23/18,3:30 PM,Memphis,LA Clippers,265,107,112,1,2,Box Score
NBA 2018-2019 Regular Season,0021800267,11/23/18,7:00 PM,Houston,Detroit,265,111,116,1,1,Box Score
NBA 2018-2019 Regular Season,0021800268,11/23/18,7:30 PM,Boston,Atlanta,240,114,96,1,1,Box Score
NBA 2018-2019 Regular Season,0021800269,11/23/18,7:30 PM,New Orleans,New York,240,109,114,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800270,11/23/18,7:30 PM,Cleveland,Philadelphia,240,121,112,1,1,Box Score
NBA 2018-2019 Regular Season,0021800271,11/23/18,7:30 PM,Washington,Toronto,240,107,125,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800272,11/23/18,8:00 PM,San Antonio,Indiana,240,111,100,1,1,Box Score
NBA 2018-2019 Regular Season,0021800273,11/23/18,8:00 PM,Miami,Chicago,240,103,96,2,1,Box Score
NBA 2018-2019 Regular Season,0021800274,11/23/18,8:00 PM,Charlotte,Oklahoma City,240,104,109,1,1,Box Score
NBA 2018-2019 Regular Season,0021800275,11/23/18,8:30 PM,Phoenix,Milwaukee,240,116,114,1,1,Box Score
NBA 2018-2019 Regular Season,0021800276,11/23/18,9:00 PM,Orlando,Denver,240,87,112,2,1,Box Score
NBA 2018-2019 Regular Season,0021800277,11/23/18,10:30 PM,Portland,Golden State,240,97,125,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800278,11/23/18,10:30 PM,Utah,LA Lakers,240,83,90,1,1,Box Score
NBA 2018-2019 Regular Season,0021800279,11/24/18,7:30 PM,Houston,Cleveland,240,108,117,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800280,11/24/18,8:00 PM,New Orleans,Washington,240,114,124,3IN4-B2B,B2B,Box Score
NBA 2018-2019 Regular Season,0021800281,11/24/18,8:00 PM,Chicago,Minnesota,240,96,111,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800282,11/24/18,8:00 PM,Denver,Oklahoma City,240,105,98,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800283,11/24/18,8:30 PM,Boston,Dallas,240,104,113,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800284,11/24/18,8:30 PM,San Antonio,Milwaukee,240,129,135,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800285,11/24/18,8:30 PM,Sacramento,Golden State,240,116,117,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800286,11/25/18,3:30 PM,Orlando,LA Lakers,240,108,104,1,1,Box Score
NBA 2018-2019 Regular Season,0021800287,11/25/18,4:00 PM,Phoenix,Detroit,240,107,118,1,1,Box Score
NBA 2018-2019 Regular Season,0021800288,11/25/18,6:00 PM,Charlotte,Atlanta,240,123,124,1,1,Box Score
NBA 2018-2019 Regular Season,0021800289,11/25/18,6:00 PM,Philadelphia,Brooklyn,240,127,125,1,1,Box Score
NBA 2018-2019 Regular Season,0021800290,11/25/18,6:00 PM,Miami,Toronto,240,115,125,1,1,Box Score
NBA 2018-2019 Regular Season,0021800291,11/25/18,6:00 PM,New York,Memphis,240,103,98,1,1,Box Score
NBA 2018-2019 Regular Season,0021800292,11/25/18,8:00 PM,Utah,Sacramento,240,133,112,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800293,11/25/18,9:00 PM,LA Clippers,Portland,240,104,100,1,1,Box Score
NBA 2018-2019 Regular Season,0021800294,11/26/18,7:00 PM,Milwaukee,Charlotte,240,107,110,3IN4,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800295,11/26/18,7:00 PM,Minnesota,Cleveland,240,102,95,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800296,11/26/18,7:00 PM,Houston,Washington,265,131,135,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800297,11/26/18,8:00 PM,San Antonio,Chicago,240,108,107,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800298,11/26/18,8:00 PM,Boston,New Orleans,240,124,107,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800299,11/26/18,9:00 PM,Indiana,Utah,240,121,88,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800300,11/26/18,10:30 PM,Orlando,Golden State,240,110,116,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800301,11/27/18,7:00 PM,New York,Detroit,240,108,115,1,1,Box Score
NBA 2018-2019 Regular Season,0021800302,11/27/18,7:30 PM,Atlanta,Miami,240,115,113,1,1,Box Score
NBA 2018-2019 Regular Season,0021800303,11/27/18,8:00 PM,Toronto,Memphis,240,122,114,1,1,Box Score
NBA 2018-2019 Regular Season,0021800304,11/27/18,9:00 PM,LA Lakers,Denver,240,85,117,1,2,Box Score
NBA 2018-2019 Regular Season,0021800305,11/27/18,9:00 PM,Indiana,Phoenix,240,109,104,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800306,11/28/18,7:00 PM,Atlanta,Charlotte,240,94,108,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800307,11/28/18,7:00 PM,New York,Philadelphia,240,91,117,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800308,11/28/18,7:30 PM,Utah,Brooklyn,240,101,91,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800309,11/28/18,8:00 PM,Dallas,Houston,240,128,108,3+,1,Box Score
NBA 2018-2019 Regular Season,0021800310,11/28/18,8:00 PM,Chicago,Milwaukee,240,113,116,1,1,Box Score
NBA 2018-2019 Regular Season,0021800311,11/28/18,8:00 PM,San Antonio,Minnesota,240,89,128,1,1,Box Score
NBA 2018-2019 Regular Season,0021800312,11/28/18,8:00 PM,Washington,New Orleans,240,104,125,1,1,Box Score
NBA 2018-2019 Regular Season,0021800313,11/28/18,8:00 PM,Cleveland,Oklahoma City,240,83,100,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800314,11/28/18,10:00 PM,Orlando,Portland,240,112,115,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800315,11/28/18,10:30 PM,Phoenix,LA Clippers,240,99,115,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800316,11/29/18,8:00 PM,Golden State,Toronto,265,128,131,2,1,Box Score
NBA 2018-2019 Regular Season,0021800317,11/29/18,10:30 PM,Indiana,LA Lakers,240,96,104,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800318,11/29/18,10:30 PM,LA Clippers,Sacramento,240,133,121,B2B,3+,Box Score
NBA 2018-2019 Regular Season,0021800319,11/30/18,7:00 PM,Cleveland,Boston,240,95,128,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800320,11/30/18,7:00 PM,Utah,Charlotte,240,119,111,1,1,Box Score
NBA 2018-2019 Regular Season,0021800321,11/30/18,7:00 PM,Chicago,Detroit,240,88,107,1,2,Box Score
NBA 2018-2019 Regular Season,0021800322,11/30/18,7:00 PM,Washington,Philadelphia,240,98,123,1,1,Box Score
NBA 2018-2019 Regular Season,0021800323,11/30/18,7:30 PM,Memphis,Brooklyn,290,131,125,2,1,Box Score
NBA 2018-2019 Regular Season,0021800324,11/30/18,8:00 PM,New Orleans,Miami,240,101,106,1,2,Box Score
NBA 2018-2019 Regular Season,0021800325,11/30/18,8:00 PM,Atlanta,Oklahoma City,240,109,124,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800326,11/30/18,8:00 PM,Houston,San Antonio,240,136,105,1,1,Box Score
NBA 2018-2019 Regular Season,0021800327,11/30/18,9:00 PM,Orlando,Phoenix,240,99,85,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800328,11/30/18,10:30 PM,Dallas,LA Lakers,240,103,114,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800329,11/30/18,10:30 PM,Denver,Portland,240,113,112,2,1,Box Score
NBA 2018-2019 Regular Season,0021800330,12/1/18,5:00 PM,Milwaukee,New York,265,134,136,2,2,Box Score
NBA 2018-2019 Regular Season,0021800331,12/1/18,7:00 PM,Golden State,Detroit,240,102,111,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800332,12/1/18,8:00 PM,Toronto,Cleveland,240,106,95,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800333,12/1/18,7:00 PM,Brooklyn,Washington,240,88,102,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800334,12/1/18,8:00 PM,Chicago,Houston,240,105,121,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800335,12/1/18,8:00 PM,Boston,Minnesota,240,118,109,B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800336,12/1/18,10:00 PM,Indiana,Sacramento,240,110,111,1,1,Box Score
NBA 2018-2019 Regular Season,0021800337,12/2/18,3:30 PM,Phoenix,LA Lakers,240,96,120,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800338,12/2/18,5:00 PM,New Orleans,Charlotte,240,119,109,1,1,Box Score
NBA 2018-2019 Regular Season,0021800339,12/2/18,6:00 PM,Utah,Miami,240,100,102,1,1,Box Score
NBA 2018-2019 Regular Season,0021800340,12/2/18,6:00 PM,Memphis,Philadelphia,240,95,103,1,1,Box Score
NBA 2018-2019 Regular Season,0021800341,12/2/18,7:00 PM,LA Clippers,Dallas,240,110,114,2,1,Box Score
NBA 2018-2019 Regular Season,0021800342,12/2/18,7:00 PM,Portland,San Antonio,240,118,131,1,1,Box Score
NBA 2018-2019 Regular Season,0021800343,12/3/18,7:00 PM,Oklahoma City,Detroit,240,110,83,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800344,12/3/18,7:30 PM,Golden State,Atlanta,240,128,111,1,2,Box Score
NBA 2018-2019 Regular Season,0021800345,12/3/18,7:30 PM,Cleveland,Brooklyn,240,99,97,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800346,12/3/18,7:30 PM,Washington,New York,240,110,107,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800347,12/3/18,7:30 PM,Denver,Toronto,240,106,103,2,1,Box Score
NBA 2018-2019 Regular Season,0021800348,12/3/18,8:00 PM,Houston,Minnesota,240,91,103,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800349,12/3/18,8:00 PM,LA Clippers,New Orleans,240,129,126,B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800350,12/4/18,7:00 PM,Chicago,Indiana,240,90,96,2,2,Box Score
NBA 2018-2019 Regular Season,0021800351,12/4/18,7:30 PM,Orlando,Miami,240,105,90,3+,1,Box Score
NBA 2018-2019 Regular Season,0021800352,12/4/18,8:30 PM,Portland,Dallas,240,102,111,1,1,Box Score
NBA 2018-2019 Regular Season,0021800353,12/4/18,9:00 PM,Sacramento,Phoenix,240,122,105,2,1,Box Score
NBA 2018-2019 Regular Season,0021800354,12/4/18,9:00 PM,San Antonio,Utah,240,105,139,1,1,Box Score
NBA 2018-2019 Regular Season,0021800355,12/5/18,7:00 PM,Golden State,Cleveland,240,129,105,1,1,Box Score
NBA 2018-2019 Regular Season,0021800356,12/5/18,7:00 PM,Denver,Orlando,265,124,118,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800357,12/5/18,7:30 PM,Washington,Atlanta,240,131,117,1,1,Box Score
NBA 2018-2019 Regular Season,0021800358,12/5/18,7:30 PM,Oklahoma City,Brooklyn,240,114,112,1,1,Box Score
NBA 2018-2019 Regular Season,0021800359,12/5/18,8:00 PM,Philadelphia,Toronto,240,102,113,2,1,Box Score
NBA 2018-2019 Regular Season,0021800360,12/5/18,8:00 PM,LA Clippers,Memphis,240,86,96,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800361,12/5/18,8:00 PM,Detroit,Milwaukee,240,92,115,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800362,12/5/18,8:00 PM,Charlotte,Minnesota,240,104,121,2,1,Box Score
NBA 2018-2019 Regular Season,0021800363,12/5/18,8:00 PM,Dallas,New Orleans,240,106,132,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800364,12/5/18,10:30 PM,San Antonio,LA Lakers,240,113,121,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800365,12/6/18,8:00 PM,New York,Boston,240,100,128,2,3+,Box Score
NBA 2018-2019 Regular Season,0021800366,12/6/18,10:00 PM,Phoenix,Portland,240,86,108,1,1,Box Score
NBA 2018-2019 Regular Season,0021800367,12/6/18,10:30 PM,Houston,Utah,240,91,118,2,1,Box Score
NBA 2018-2019 Regular Season,0021800368,12/7/18,7:00 PM,Denver,Charlotte,240,107,113,1,1,Box Score
NBA 2018-2019 Regular Season,0021800369,12/7/18,7:00 PM,Philadelphia,Detroit,240,117,111,1,1,Box Score
NBA 2018-2019 Regular Season,0021800370,12/7/18,7:00 PM,Indiana,Orlando,240,112,90,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800371,12/7/18,7:30 PM,Toronto,Brooklyn,265,105,106,1,1,Box Score
NBA 2018-2019 Regular Season,0021800372,12/7/18,7:30 PM,Sacramento,Cleveland,240,129,110,2,1,Box Score
NBA 2018-2019 Regular Season,0021800373,12/7/18,8:00 PM,Oklahoma City,Chicago,240,112,114,1,2,Box Score
NBA 2018-2019 Regular Season,0021800374,12/7/18,8:00 PM,Memphis,New Orleans,240,107,103,1,1,Box Score
NBA 2018-2019 Regular Season,0021800375,12/7/18,8:30 PM,LA Lakers,San Antonio,240,120,133,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800376,12/7/18,9:00 PM,Miami,Phoenix,240,115,98,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800377,12/7/18,9:30 PM,Golden State,Milwaukee,240,105,95,1,1,Box Score
NBA 2018-2019 Regular Season,0021800378,12/8/18,6:00 PM,Houston,Dallas,240,104,107,1,2,Box Score
NBA 2018-2019 Regular Season,0021800379,12/8/18,7:00 PM,Sacramento,Indiana,240,97,107,B2B,B2B,Box Score
NBA 2018-2019 Regular Season,0021800380,12/8/18,7:30 PM,Denver,Atlanta,240,98,106,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800381,12/8/18,7:30 PM,Washington,Cleveland,240,101,116,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800382,12/8/18,7:30 PM,Brooklyn,New York,240,112,104,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800383,12/8/18,8:00 PM,Boston,Chicago,240,133,77,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800384,12/8/18,8:00 PM,LA Lakers,Memphis,240,111,88,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800385,12/8/18,10:00 PM,Minnesota,Portland,240,105,113,2,1,Box Score
NBA 2018-2019 Regular Season,0021800386,12/8/18,10:30 PM,Miami,LA Clippers,240,121,98,B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800387,12/9/18,3:30 PM,New Orleans,Detroit,240,116,108,1,1,Box Score
NBA 2018-2019 Regular Season,0021800388,12/9/18,6:00 PM,Milwaukee,Toronto,240,104,99,1,1,Box Score
NBA 2018-2019 Regular Season,0021800389,12/9/18,7:30 PM,Charlotte,New York,240,119,107,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800390,12/9/18,7:00 PM,Utah,San Antonio,240,97,110,2,1,Box Score
NBA 2018-2019 Regular Season,0021800391,12/10/18,7:00 PM,Washington,Indiana,240,101,109,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800392,12/10/18,7:00 PM,Detroit,Philadelphia,240,102,116,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800393,12/10/18,7:30 PM,New Orleans,Boston,240,100,113,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800394,12/10/18,8:00 PM,Sacramento,Chicago,240,108,89,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800395,12/10/18,8:00 PM,Cleveland,Milwaukee,240,92,108,3IN4,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800396,12/10/18,8:00 PM,Utah,Oklahoma City,240,113,122,B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800397,12/10/18,8:30 PM,Orlando,Dallas,240,76,101,2,1,Box Score
NBA 2018-2019 Regular Season,0021800398,12/10/18,9:00 PM,Memphis,Denver,240,99,105,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800399,12/10/18,9:00 PM,LA Clippers,Phoenix,265,123,119,1,2,Box Score
NBA 2018-2019 Regular Season,0021800400,12/10/18,10:30 PM,Minnesota,Golden State,240,108,116,1,2,Box Score
NBA 2018-2019 Regular Season,0021800401,12/10/18,10:30 PM,Miami,LA Lakers,240,105,108,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800402,12/11/18,8:00 PM,Portland,Houston,240,104,111,2,2,Box Score
NBA 2018-2019 Regular Season,0021800403,12/11/18,8:30 PM,Phoenix,San Antonio,240,86,111,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800404,12/11/18,10:30 PM,Toronto,LA Clippers,240,123,99,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800405,12/12/18,7:00 PM,Detroit,Charlotte,240,107,108,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800406,12/12/18,7:00 PM,New York,Cleveland,240,106,113,2,1,Box Score
NBA 2018-2019 Regular Season,0021800407,12/12/18,7:00 PM,Milwaukee,Indiana,240,97,113,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800408,12/12/18,7:00 PM,Brooklyn,Philadelphia,240,127,124,3+,1,Box Score
NBA 2018-2019 Regular Season,0021800409,12/12/18,7:00 PM,Boston,Washington,265,130,125,1,1,Box Score
NBA 2018-2019 Regular Season,0021800410,12/12/18,8:00 PM,Portland,Memphis,240,83,92,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800411,12/12/18,8:00 PM,Oklahoma City,New Orleans,240,114,118,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800412,12/12/18,8:30 PM,Atlanta,Dallas,240,107,114,3+,1,Box Score
NBA 2018-2019 Regular Season,0021800413,12/12/18,9:00 PM,Miami,Utah,240,84,111,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800414,12/12/18,10:00 PM,Minnesota,Sacramento,240,130,141,1,1,Box Score
NBA 2018-2019 Regular Season,0021800415,12/12/18,10:30 PM,Toronto,Golden State,240,113,93,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800416,12/13/18,8:00 PM,LA Lakers,Houston,240,111,126,2,1,Box Score
NBA 2018-2019 Regular Season,0021800417,12/13/18,8:30 PM,LA Clippers,San Antonio,240,87,125,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800418,12/13/18,9:30 PM,Chicago,Orlando,240,91,97,2,2,Box Score
NBA 2018-2019 Regular Season,0021800419,12/13/18,10:30 PM,Dallas,Phoenix,240,89,99,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800420,12/14/18,7:00 PM,Atlanta,Boston,240,108,129,1,1,Box Score
NBA 2018-2019 Regular Season,0021800421,12/14/18,7:00 PM,New York,Charlotte,265,126,124,1,1,Box Score
NBA 2018-2019 Regular Season,0021800422,12/14/18,7:30 PM,Washington,Brooklyn,240,118,125,1,1,Box Score
NBA 2018-2019 Regular Season,0021800423,12/14/18,7:30 PM,Milwaukee,Cleveland,240,114,102,1,1,Box Score
NBA 2018-2019 Regular Season,0021800424,12/14/18,7:30 PM,Indiana,Philadelphia,240,113,101,1,1,Box Score
NBA 2018-2019 Regular Season,0021800425,12/14/18,8:00 PM,Miami,Memphis,240,100,97,1,1,Box Score
NBA 2018-2019 Regular Season,0021800426,12/14/18,10:00 PM,Oklahoma City,Denver,240,98,109,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800427,12/14/18,10:00 PM,Toronto,Portland,240,122,128,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800428,12/14/18,10:00 PM,Golden State,Sacramento,240,130,125,1,1,Box Score
NBA 2018-2019 Regular Season,0021800429,12/15/18,5:00 PM,Utah,Orlando,240,89,96,2,1,Box Score
NBA 2018-2019 Regular Season,0021800430,12/15/18,7:00 PM,LA Lakers,Charlotte,240,128,100,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800431,12/15/18,7:00 PM,Boston,Detroit,240,104,113,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800432,12/15/18,8:00 PM,Houston,Memphis,240,105,97,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800433,12/15/18,8:30 PM,Chicago,San Antonio,240,98,93,1,1,Box Score
NBA 2018-2019 Regular Season,0021800434,12/15/18,9:00 PM,LA Clippers,Oklahoma City,240,104,110,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800435,12/15/18,9:00 PM,Minnesota,Phoenix,240,99,107,2,1,Box Score
